Region,district,Date,visitors
Foreign,Wanaparthy ,01-03-18,0
Foreign,Wanaparthy ,01-04-18,0
Foreign,Wanaparthy ,01-05-18,0
Foreign,Wanaparthy ,01-06-18,0
Foreign,Wanaparthy ,01-07-18,0
Foreign,Wanaparthy ,01-08-18,0
Foreign,Wanaparthy ,01-09-18,0
Foreign,Wanaparthy ,01-10-18,0
Foreign,Wanaparthy ,01-11-18,0
Foreign,Wanaparthy ,01-12-18,0
Foreign,Warangal (Rural),01-01-18,0
Foreign,Warangal (Rural),01-02-18,0
Foreign,Warangal (Rural),01-03-18,0
Foreign,Warangal (Rural),01-04-18,0
Foreign,Warangal (Rural),01-05-18,0
Foreign,Warangal (Rural),01-06-18,0
Foreign,Warangal (Rural),01-07-18,0
Foreign,Warangal (Rural),01-08-18,0
Foreign,Warangal (Rural),01-09-18,0
Foreign,Warangal (Rural),01-10-18,0
Foreign,Warangal (Rural),01-11-18,0
Foreign,Warangal (Rural),01-12-18,0
Foreign,Warangal (Urban),01-01-18,150
Foreign,Warangal (Urban),01-02-18,185
Foreign,Warangal (Urban),01-03-18,160
Foreign,Warangal (Urban),01-04-18,150
Foreign,Warangal (Urban),01-05-18,140
Foreign,Warangal (Urban),01-06-18,130
Foreign,Warangal (Urban),01-07-18,130
Foreign,Warangal (Urban),01-08-18,135
Foreign,Warangal (Urban),01-09-18,145
Foreign,Warangal (Urban),01-10-18,160
Foreign,Warangal (Urban),01-11-18,170
Foreign,Warangal (Urban),01-12-18,187
Foreign,Yadadri Bhongir,01-01-18,0
Foreign,Yadadri Bhongir,01-02-18,0
Foreign,Yadadri Bhongir,01-03-18,0
Foreign,Yadadri Bhongir,01-04-18,0
Foreign,Yadadri Bhongir,01-05-18,0
Foreign,Yadadri Bhongir,01-06-18,0
Foreign,Yadadri Bhongir,01-07-18,0
Foreign,Yadadri Bhongir,01-08-18,0
Foreign,Yadadri Bhongir,01-09-18,0
Foreign,Yadadri Bhongir,01-10-18,0
Foreign,Yadadri Bhongir,01-11-18,0
Foreign,Yadadri Bhongir,01-12-18,0
Foreign,Adilabad,01-01-19,0
Foreign,Adilabad,01-02-19,2
Foreign,Adilabad,01-03-19,0
Foreign,Adilabad,01-04-19,0
Foreign,Adilabad,01-05-19,0
Foreign,Adilabad,01-06-19,0
Foreign,Adilabad,01-07-19,0
Foreign,Adilabad,01-08-19,2
Foreign,Adilabad,01-09-19,0
Foreign,Adilabad,01-10-19,0
Foreign,Adilabad,01-11-19,2
Foreign,Adilabad,01-12-19,0
Foreign,Bhadradri Kothagudem ,01-01-19,0
Foreign,Bhadradri Kothagudem ,01-02-19,0
Foreign,Bhadradri Kothagudem ,01-03-19,0
Foreign,Bhadradri Kothagudem ,01-04-19,0
Foreign,Bhadradri Kothagudem ,01-05-19,0
Foreign,Bhadradri Kothagudem ,01-06-19,0
Foreign,Bhadradri Kothagudem ,01-07-19,0
Foreign,Bhadradri Kothagudem ,01-08-19,0
Foreign,Bhadradri Kothagudem ,01-09-19,0
Foreign,Bhadradri Kothagudem ,01-10-19,0
Foreign,Bhadradri Kothagudem ,01-11-19,0
Foreign,Bhadradri Kothagudem ,01-12-19,0
Foreign,Hyderabad,01-01-19,35920
Foreign,Hyderabad,01-02-19,25621
Foreign,Hyderabad,01-03-19,21929
Foreign,Hyderabad,01-04-19,18267
Foreign,Hyderabad,01-05-19,17317
Foreign,Hyderabad,01-06-19,20077
Foreign,Hyderabad,01-07-19,27874
Foreign,Hyderabad,01-08-19,22725
Foreign,Hyderabad,01-09-19,34018
Foreign,Hyderabad,01-10-19,28706
Foreign,Hyderabad,01-11-19,32762
Foreign,Hyderabad,01-12-19,34084
Foreign,Jagtial ,01-01-19,0
Foreign,Jagtial ,01-02-19,0
Foreign,Jagtial ,01-03-19,0
Foreign,Jagtial ,01-04-19,0
Foreign,Jagtial ,01-05-19,0
Foreign,Jagtial ,01-06-19,0
Foreign,Jagtial ,01-07-19,0
Foreign,Jagtial ,01-08-19,0
Foreign,Jagtial ,01-09-19,0
Foreign,Jagtial ,01-10-19,0
Foreign,Jagtial ,01-11-19,0
Foreign,Jagtial ,01-12-19,0
Foreign,Jangaon ,01-01-19,0
Foreign,Jangaon ,01-02-19,0
Foreign,Jangaon ,01-03-19,0
Foreign,Jangaon ,01-04-19,0
Foreign,Jangaon ,01-05-19,0
Foreign,Jangaon ,01-06-19,0
Foreign,Jangaon ,01-07-19,0
Foreign,Jangaon ,01-08-19,0
Foreign,Jangaon ,01-09-19,0
Foreign,Jangaon ,01-10-19,0
Foreign,Jangaon ,01-11-19,0
Foreign,Jangaon ,01-12-19,0
Foreign,Jayashankar Bhoopalpally,01-01-19,45
Foreign,Jayashankar Bhoopalpally,01-02-19,0
Foreign,Jayashankar Bhoopalpally,01-03-19,0
Foreign,Jayashankar Bhoopalpally,01-04-19,0
Foreign,Jayashankar Bhoopalpally,01-05-19,0
Foreign,Jayashankar Bhoopalpally,01-06-19,0
Foreign,Jayashankar Bhoopalpally,01-07-19,0
Foreign,Jayashankar Bhoopalpally,01-08-19,0
Foreign,Jayashankar Bhoopalpally,01-09-19,0
Foreign,Jayashankar Bhoopalpally,01-10-19,0
Foreign,Jayashankar Bhoopalpally,01-11-19,0
Foreign,Jayashankar Bhoopalpally,01-12-19,0
Foreign,Jogulamba Gadwal ,01-01-19,36
Foreign,Jogulamba Gadwal ,01-02-19,6
Foreign,Jogulamba Gadwal ,01-03-19,22
Foreign,Jogulamba Gadwal ,01-04-19,16
Foreign,Jogulamba Gadwal ,01-05-19,20
Foreign,Jogulamba Gadwal ,01-06-19,22
Foreign,Jogulamba Gadwal ,01-07-19,37
Foreign,Jogulamba Gadwal ,01-08-19,42
Foreign,Jogulamba Gadwal ,01-09-19,25
Foreign,Jogulamba Gadwal ,01-10-19,13
Foreign,Jogulamba Gadwal ,01-11-19,45
Foreign,Jogulamba Gadwal ,01-12-19,11
Foreign,Kamareddy ,01-01-19,0
Foreign,Kamareddy ,01-02-19,0
Foreign,Kamareddy ,01-03-19,0
Foreign,Kamareddy ,01-04-19,0
Foreign,Kamareddy ,01-05-19,0
Foreign,Kamareddy ,01-06-19,0
Foreign,Kamareddy ,01-07-19,0
Foreign,Kamareddy ,01-08-19,0
Foreign,Kamareddy ,01-09-19,0
Foreign,Kamareddy ,01-10-19,0
Foreign,Kamareddy ,01-11-19,0
Foreign,Kamareddy ,01-12-19,0
Foreign,Karimnagar ,01-01-19,0
Foreign,Karimnagar ,01-02-19,0
Foreign,Karimnagar ,01-03-19,0
Foreign,Karimnagar ,01-04-19,0
Foreign,Karimnagar ,01-05-19,0
Foreign,Karimnagar ,01-06-19,0
Foreign,Karimnagar ,01-07-19,0
Foreign,Karimnagar ,01-08-19,0
Foreign,Karimnagar ,01-09-19,0
Foreign,Karimnagar ,01-10-19,0
Foreign,Karimnagar ,01-11-19,0
Foreign,Karimnagar ,01-12-19,0
Foreign,Khammam,01-01-19,0
Foreign,Khammam,01-02-19,0
Foreign,Khammam,01-03-19,0
Foreign,Khammam,01-04-19,0
Foreign,Khammam,01-05-19,0
Foreign,Khammam,01-06-19,0
Foreign,Khammam,01-07-19,0
Foreign,Khammam,01-08-19,0
Foreign,Khammam,01-09-19,0
Foreign,Khammam,01-10-19,0
Foreign,Khammam,01-11-19,0
Foreign,Khammam,01-12-19,0
Foreign,Komaram Bheem Asifabad,01-01-19,0
Foreign,Komaram Bheem Asifabad,01-02-19,0
Foreign,Komaram Bheem Asifabad,01-03-19,0
Foreign,Komaram Bheem Asifabad,01-04-19,0
Foreign,Komaram Bheem Asifabad,01-05-19,0
Foreign,Komaram Bheem Asifabad,01-06-19,0
Foreign,Komaram Bheem Asifabad,01-07-19,0
Foreign,Komaram Bheem Asifabad,01-08-19,0
Foreign,Komaram Bheem Asifabad,01-09-19,0
Foreign,Komaram Bheem Asifabad,01-10-19,0
Foreign,Komaram Bheem Asifabad,01-11-19,0
Foreign,Komaram Bheem Asifabad,01-12-19,0
Foreign,Mahabubabad ,01-01-19,0
Foreign,Mahabubabad ,01-02-19,0
Foreign,Mahabubabad ,01-03-19,0
Foreign,Mahabubabad ,01-04-19,0
Foreign,Mahabubabad ,01-05-19,0
Foreign,Mahabubabad ,01-06-19,0
Foreign,Mahabubabad ,01-07-19,0
Foreign,Mahabubabad ,01-08-19,0
Foreign,Mahabubabad ,01-09-19,0
Foreign,Mahabubabad ,01-10-19,0
Foreign,Mahabubabad ,01-11-19,0
Foreign,Mahabubabad ,01-12-19,0
Foreign,Mahbubnagar,01-01-19,45
Foreign,Mahbubnagar,01-02-19,29
Foreign,Mahbubnagar,01-03-19,28
Foreign,Mahbubnagar,01-04-19,34
Foreign,Mahbubnagar,01-05-19,20
Foreign,Mahbubnagar,01-06-19,28
Foreign,Mahbubnagar,01-07-19,47
Foreign,Mahbubnagar,01-08-19,44
Foreign,Mahbubnagar,01-09-19,34
Foreign,Mahbubnagar,01-10-19,37
Foreign,Mahbubnagar,01-11-19,68
Foreign,Mahbubnagar,01-12-19,26
Foreign,Mancherial,01-01-19,0
Foreign,Mancherial,01-02-19,0
Foreign,Mancherial,01-03-19,0
Foreign,Mancherial,01-04-19,0
Foreign,Mancherial,01-05-19,0
Foreign,Mancherial,01-06-19,0
Foreign,Mancherial,01-07-19,0
Foreign,Mancherial,01-08-19,0
Foreign,Mancherial,01-09-19,0
Foreign,Mancherial,01-10-19,0
Foreign,Mancherial,01-11-19,10
Foreign,Mancherial,01-12-19,0
Foreign,Medak ,01-01-19,0
Foreign,Medak ,01-02-19,0
Foreign,Medak ,01-03-19,0
Foreign,Medak ,01-04-19,0
Foreign,Medak ,01-05-19,0
Foreign,Medak ,01-06-19,0
Foreign,Medak ,01-07-19,0
Foreign,Medak ,01-08-19,0
Foreign,Medak ,01-09-19,0
Foreign,Medak ,01-10-19,0
Foreign,Medak ,01-11-19,0
Foreign,Medak ,01-12-19,0
Foreign,Medchal ,01-01-19,
Foreign,Medchal ,01-02-19,
Foreign,Medchal ,01-03-19,
Foreign,Medchal ,01-04-19,
Foreign,Medchal ,01-05-19,
Foreign,Medchal ,01-06-19,
Foreign,Medchal ,01-07-19,
Foreign,Medchal ,01-08-19,
Foreign,Medchal ,01-09-19,
Foreign,Medchal ,01-10-19,
Foreign,Medchal ,01-11-19,
Foreign,Medchal ,01-12-19,
Foreign,Mulugu,01-01-19,0
Foreign,Mulugu,01-02-19,45
Foreign,Mulugu,01-03-19,40
Foreign,Mulugu,01-04-19,40
Foreign,Mulugu,01-05-19,40
Foreign,Mulugu,01-06-19,50
Foreign,Mulugu,01-07-19,55
Foreign,Mulugu,01-08-19,50
Foreign,Mulugu,01-09-19,60
Foreign,Mulugu,01-10-19,60
Foreign,Mulugu,01-11-19,70
Foreign,Mulugu,01-12-19,65
Foreign,Nagarkurnool ,01-01-19,35
Foreign,Nagarkurnool ,01-02-19,15
Foreign,Nagarkurnool ,01-03-19,14
Foreign,Nagarkurnool ,01-04-19,18
Foreign,Nagarkurnool ,01-05-19,14
Foreign,Nagarkurnool ,01-06-19,14
Foreign,Nagarkurnool ,01-07-19,17
Foreign,Nagarkurnool ,01-08-19,22
Foreign,Nagarkurnool ,01-09-19,7
Foreign,Nagarkurnool ,01-10-19,3
Foreign,Nagarkurnool ,01-11-19,30
Foreign,Nagarkurnool ,01-12-19,10
Foreign,Nalgonda,01-01-19,0
Foreign,Nalgonda,01-02-19,0
Foreign,Nalgonda,01-03-19,0
Foreign,Nalgonda,01-04-19,0
Foreign,Nalgonda,01-05-19,0
Foreign,Nalgonda,01-06-19,0
Foreign,Nalgonda,01-07-19,0
Foreign,Nalgonda,01-08-19,0
Foreign,Nalgonda,01-09-19,0
Foreign,Nalgonda,01-10-19,0
Foreign,Nalgonda,01-11-19,0
Foreign,Nalgonda,01-12-19,0
Foreign,Narayanpet,01-01-19,0
Foreign,Narayanpet,01-02-19,0
Foreign,Narayanpet,01-03-19,0
Foreign,Narayanpet,01-04-19,0
Foreign,Narayanpet,01-05-19,0
Foreign,Narayanpet,01-06-19,0
Foreign,Narayanpet,01-07-19,0
Foreign,Narayanpet,01-08-19,0
Foreign,Narayanpet,01-09-19,0
Foreign,Narayanpet,01-10-19,0
Foreign,Narayanpet,01-11-19,0
Foreign,Narayanpet,01-12-19,5
Foreign,Nirmal,01-01-19,0
Foreign,Nirmal,01-02-19,0
Foreign,Nirmal,01-03-19,0
Foreign,Nirmal,01-04-19,0
Foreign,Nirmal,01-05-19,0
Foreign,Nirmal,01-06-19,0
Foreign,Nirmal,01-07-19,0
Foreign,Nirmal,01-08-19,0
Foreign,Nirmal,01-09-19,0
Foreign,Nirmal,01-10-19,0
Foreign,Nirmal,01-11-19,0
Foreign,Nirmal,01-12-19,0
Foreign,Nizamabad,01-01-19,0
Foreign,Nizamabad,01-02-19,1
Foreign,Nizamabad,01-03-19,0
Foreign,Nizamabad,01-04-19,0
Foreign,Nizamabad,01-05-19,0
Foreign,Nizamabad,01-06-19,0
Foreign,Nizamabad,01-07-19,0
Foreign,Nizamabad,01-08-19,0
Foreign,Nizamabad,01-09-19,0
Foreign,Nizamabad,01-10-19,0
Foreign,Nizamabad,01-11-19,0
Foreign,Nizamabad,01-12-19,0
Foreign,Peddapalli,01-01-19,0
Foreign,Peddapalli,01-02-19,0
Foreign,Peddapalli,01-03-19,0
Foreign,Peddapalli,01-04-19,0
Foreign,Peddapalli,01-05-19,0
Foreign,Peddapalli,01-06-19,0
Foreign,Peddapalli,01-07-19,0
Foreign,Peddapalli,01-08-19,0
Foreign,Peddapalli,01-09-19,0
Foreign,Peddapalli,01-10-19,0
Foreign,Peddapalli,01-11-19,0
Foreign,Peddapalli,01-12-19,0
Foreign,Rajanna Sircilla ,01-01-19,0
Foreign,Rajanna Sircilla ,01-02-19,0
Foreign,Rajanna Sircilla ,01-03-19,0
Foreign,Rajanna Sircilla ,01-04-19,0
Foreign,Rajanna Sircilla ,01-05-19,0
Foreign,Rajanna Sircilla ,01-06-19,0
Foreign,Rajanna Sircilla ,01-07-19,0
Foreign,Rajanna Sircilla ,01-08-19,0
Foreign,Rajanna Sircilla ,01-09-19,0
Foreign,Rajanna Sircilla ,01-10-19,0
Foreign,Rajanna Sircilla ,01-11-19,0
Foreign,Rajanna Sircilla ,01-12-19,0
Foreign,Ranga Reddy,01-01-19,
Foreign,Ranga Reddy,01-02-19,
Foreign,Ranga Reddy,01-03-19,
Foreign,Ranga Reddy,01-04-19,
Foreign,Ranga Reddy,01-05-19,
Foreign,Ranga Reddy,01-06-19,
Foreign,Ranga Reddy,01-07-19,
Foreign,Ranga Reddy,01-08-19,
Foreign,Ranga Reddy,01-09-19,
Foreign,Ranga Reddy,01-10-19,
Foreign,Ranga Reddy,01-11-19,
Foreign,Ranga Reddy,01-12-19,
Foreign,Sangareddy ,01-01-19,0
Foreign,Sangareddy ,01-02-19,0
Foreign,Sangareddy ,01-03-19,0
Foreign,Sangareddy ,01-04-19,0
Foreign,Sangareddy ,01-05-19,0
Foreign,Sangareddy ,01-06-19,0
Foreign,Sangareddy ,01-07-19,0
Foreign,Sangareddy ,01-08-19,0
Foreign,Sangareddy ,01-09-19,0
Foreign,Sangareddy ,01-10-19,0
Foreign,Sangareddy ,01-11-19,0
Foreign,Sangareddy ,01-12-19,0
Foreign,Siddipet,01-01-19,0
Foreign,Siddipet,01-02-19,0
Foreign,Siddipet,01-03-19,0
Foreign,Siddipet,01-04-19,0
Foreign,Siddipet,01-05-19,0
Foreign,Siddipet,01-06-19,0
Foreign,Siddipet,01-07-19,0
Foreign,Siddipet,01-08-19,0
Foreign,Siddipet,01-09-19,0
Foreign,Siddipet,01-10-19,0
Foreign,Siddipet,01-11-19,0
Foreign,Siddipet,01-12-19,0
Foreign,Suryapet,01-01-19,0
Foreign,Suryapet,01-02-19,0
Foreign,Suryapet,01-03-19,0
Foreign,Suryapet,01-04-19,0
Foreign,Suryapet,01-05-19,0
Foreign,Suryapet,01-06-19,0
Foreign,Suryapet,01-07-19,0
Foreign,Suryapet,01-08-19,0
Foreign,Suryapet,01-09-19,0
Foreign,Suryapet,01-10-19,0
Foreign,Suryapet,01-11-19,0
Foreign,Suryapet,01-12-19,0
Foreign,Vikarabad,01-01-19,
Foreign,Vikarabad,01-02-19,
Foreign,Vikarabad,01-03-19,
Foreign,Vikarabad,01-04-19,
Foreign,Vikarabad,01-05-19,
Foreign,Vikarabad,01-06-19,
Foreign,Vikarabad,01-07-19,
Foreign,Vikarabad,01-08-19,
Foreign,Vikarabad,01-09-19,
Foreign,Vikarabad,01-10-19,
Foreign,Vikarabad,01-11-19,
Foreign,Vikarabad,01-12-19,
Foreign,Wanaparthy ,01-01-19,0
Foreign,Wanaparthy ,01-02-19,0
Foreign,Wanaparthy ,01-03-19,0
Foreign,Wanaparthy ,01-04-19,0
Foreign,Wanaparthy ,01-05-19,0
Foreign,Wanaparthy ,01-06-19,0
Foreign,Wanaparthy ,01-07-19,0
Foreign,Wanaparthy ,01-08-19,0
Foreign,Wanaparthy ,01-09-19,0
Foreign,Wanaparthy ,01-10-19,0
Foreign,Wanaparthy ,01-11-19,0
Foreign,Wanaparthy ,01-12-19,0
Foreign,Warangal (Rural),01-01-19,0
Foreign,Warangal (Rural),01-02-19,0
Foreign,Warangal (Rural),01-03-19,0
Foreign,Warangal (Rural),01-04-19,0
Foreign,Warangal (Rural),01-05-19,0
Foreign,Warangal (Rural),01-06-19,0
Foreign,Warangal (Rural),01-07-19,0
Foreign,Warangal (Rural),01-08-19,0
Foreign,Warangal (Rural),01-09-19,0
Foreign,Warangal (Rural),01-10-19,0
Foreign,Warangal (Rural),01-11-19,0
Foreign,Warangal (Rural),01-12-19,0
Foreign,Warangal (Urban),01-01-19,175
Foreign,Warangal (Urban),01-02-19,200
Foreign,Warangal (Urban),01-03-19,200
Foreign,Warangal (Urban),01-04-19,190
Foreign,Warangal (Urban),01-05-19,175
Foreign,Warangal (Urban),01-06-19,195
Foreign,Warangal (Urban),01-07-19,185
Foreign,Warangal (Urban),01-08-19,230
Foreign,Warangal (Urban),01-09-19,240
Foreign,Warangal (Urban),01-10-19,220
Foreign,Warangal (Urban),01-11-19,230
Foreign,Warangal (Urban),01-12-19,210
Foreign,Yadadri Bhongir,01-01-19,0
Foreign,Yadadri Bhongir,01-02-19,0
Foreign,Yadadri Bhongir,01-03-19,0
Foreign,Yadadri Bhongir,01-04-19,0
Foreign,Yadadri Bhongir,01-05-19,0
Foreign,Yadadri Bhongir,01-06-19,0
Foreign,Yadadri Bhongir,01-07-19,0
Foreign,Yadadri Bhongir,01-08-19,0
Foreign,Yadadri Bhongir,01-09-19,0
Foreign,Yadadri Bhongir,01-10-19,0
Foreign,Yadadri Bhongir,01-11-19,0
Foreign,Yadadri Bhongir,01-12-19,0
